,Name,Type,Overall Rating,Zip Code,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
151,Karavalli - Regional Cuisine of India,Indian,39.4,12866,226632,3.0,90.9,1.5,0.2,2.8,0.0,77548,39653,117053,77.4,17.4,5.1,0.1,4.6
152,Thirsty Owl Wine Bar and Bistro,American,70.6,12866,226632,3.0,90.9,1.5,0.2,2.8,0.0,77548,39653,117053,77.4,17.4,5.1,0.1,4.6
153,Chianti Ristorante,Italian,118.0,12866,226632,3.0,90.9,1.5,0.2,2.8,0.0,77548,39653,117053,77.4,17.4,5.1,0.1,4.6
154,Sweet MIMI,American,44.2,12866,226632,3.0,90.9,1.5,0.2,2.8,0.0,77548,39653,117053,77.4,17.4,5.1,0.1,4.6
155,Osteria Danny,Italian,93.2,12866,226632,3.0,90.9,1.5,0.2,2.8,0.0,77548,39653,117053,77.4,17.4,5.1,0.1,4.6
156,El Mexicano,Mexican,58.0,12866,226632,3.0,90.9,1.5,0.2,2.8,0.0,77548,39653,117053,77.4,17.4,5.1,0.1,4.6
157,The Glass Tavern,American,34.0,12302,226632,3.0,90.9,1.5,0.2,2.8,0.0,77548,39653,117053,77.4,17.4,5.1,0.1,4.6
158,Beso,Latin,106.6,10301,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
159,Steiny's Pub,Bar,27.6,10301,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
160,Enoteca Maria,Italian,47.2,10301,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
161,Adobe Blues Restaurant,Bar,21.4,10301,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
162,The Gavel Grill,American,14.2,10301,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
163,Pier 76,Italian,24.2,10301,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
164,Ruddy & Dean,American,32.0,10301,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
165,Denino's Pizzeria & Tavern,Italian,164.6,10302,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
166,O'Neills Staten Island,Irish,12.6,10302,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
167,Lacey's Bridge Tavern,Bar,16.4,10302,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
168,Giulianaâ€™s Ristorante,Italian,58.4,10308,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
169,Patrizia's Of Staten Island,Italian,63.4,10308,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
170,Andrew's Diner,American,19.8,10308,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
171,Bocelli,Italian,22.4,10305,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
172,Bin 5,Italian,24.8,10305,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
173,Basilio Inn,Italian,25.8,10305,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
174,Da Noi Downtown Staten Island,Italian,24.2,10305,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
175,Lee's Tavern,Italian,83.2,10305,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
176,Trattoria Romana,Italian,55.4,10305,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
177,Nino's,Italian,22.6,10305,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
178,Bayou,American,42.8,10305,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
179,Nurnberger Bierhaus,German,23.4,10310,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
180,Blue,American,70.6,10310,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
181,Lorenzo's Restaurant & Cabaret,Italian,50.8,10314,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
182,Joe & Pat Pizzeria,Italian,25.0,10314,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
183,Lakruwana,Asian,13.8,10304,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
184,Surf,American,12.2,10304,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
185,Cucina Fresca,Italian,17.6,10306,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
186,Inca's Grill Peruvian Kitchen,Peruvian,26.0,10306,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
187,Reggiano's Brick Oven Pizza & Cafe,Italian,15.8,10307,475948,18.2,62.1,9.4,0.1,8.4,0.0,76244,33922,212253,74.6,21.0,4.3,0.1,5.5
188,Havana Central,Caribbean,42.4,10710,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
189,Carlos Restaurant,Italian,27.8,10710,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
190,Yard House,American,61.6,10710,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
191,La Lanterna,Italian,20.2,10710,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
192,Seven Brothers Diner,American,14.8,10710,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
193,Lefteris Gyro,Mediterranean,27.0,10710,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
194,Turkish Cuisine,Mediterranean,12.8,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
195,Morton's The Steakhouse,American,50.0,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
196,BLT Steak White Plains,American,44.2,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
197,The Melting Pot,American,47.6,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
198,KEE Oyster House,American,15.6,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
199,Via Veneto 26,Italian,20.8,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
200,Aberdeen Seafood and Dim Sum,Chinese,33.0,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
201,Gyu-Kaku - White Plains,Japanese,16.2,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
202,Lazy Boy Saloon,American,19.8,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
203,Westchester Burger,American,39.2,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
204,Graziella's,Italian,23.6,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
205,The Iron Tomato,American,18.2,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
206,Anthony's Coal Fired Pizza,Pizza,25.0,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
207,Lilly's,American,21.6,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
208,Mulino's of Westchester,Italian,61.6,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
209,Brazen Fox,Bar,23.4,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
210,Hudson Grille,American,41.4,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
211,P.F. Chang's,Chinese,60.6,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
212,Mediterraneo,Pizza,15.8,10601,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
213,Rory Dolan's Restaurant,Irish,53.0,10704,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
214,Raceway Diner,American,14.4,10704,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
215,J P Clarkes,Pub,8.2,10704,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
216,Tombolino Ristorante,Italian,15.2,10704,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
217,Lange's Delicatessen,American,14.2,10708,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
218,Rosie's Bistro Italiano,Italian,39.0,10708,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
219,Francesco's Restaurant,Italian,17.6,10605,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
220,Lombardo's Pizza and Pasta,Italian,22.4,10605,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
221,Sam's of Gedney Way,American,42.0,10605,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
222,Emma's Ale House,American,27.2,10605,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
223,Dom & Vinnie's Restaurant,Italian,11.8,10701,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
224,Zuppa Restaurant & Lounge,Italian,22.4,10701,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
225,Xaviars On The Hudson,American,145.6,10701,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
226,Yonkers Brewing Company,American,16.8,10701,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
227,Gianna's,Italian,54.8,10701,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
228,The Cabin Restaurant,American,32.0,10603,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
229,Alex's Bar & Grille,Italian,28.0,10603,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
230,Ribs On the Run,Barbecue,10.6,10606,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
231,Sapori,Italian,24.6,10606,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
232,City Limits Diner,American,127.4,10606,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
233,Buon Amici,Italian,37.2,10606,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
234,Benjamin Steakhouse,American,49.6,10607,975321,24.0,54.4,13.5,0.1,5.8,0.0,89968,52049,479696,79.6,13.8,6.5,0.1,6.5
235,Bareburger,American,30.8,11375,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
236,Nick's Pizza,Italian,32.8,11375,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
237,Nick's Bistro,Greek,13.4,11375,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
238,Cabana,Latin,42.8,11375,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
239,Martha's Country Bakery,Bakeries,77.2,11375,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
240,5 Burro Cafe,Mexican,28.4,11375,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
241,Dee's Brick Oven Pizza,Italian,16.2,11375,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
242,Il Poeta,Italian,14.8,11375,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
243,Pizza Port,Pizza,12.6,11420,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
244,Nanking  rockaway,Indian,10.8,11420,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
245,Trinciti Roti Shop and Restaurant,Caribbean,11.6,11420,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
246,Don Peppe's,Italian,40.2,11420,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
247,Don Peppe INC,Italian,14.8,11420,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
248,Asian Jewels Seafood Restaurant,Chinese,27.0,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
249,"Little Sheep Mongolian Hot Pot, Flushing",Asian,15.4,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
250,White Bear,Asian,9.6,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
251,Joe's Shanghai,Chinese,51.4,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
252,Shanghai You Garden,Chinese,18.8,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
253,Magna Ristorante,Italian,39.0,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
254,Hahm Ji Bach,Barbecue,14.2,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
255,Spring Shabu-Shabu,Asian,14.0,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
256,Szechuan Mountain House,Chinese,9.2,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
257,Lucia Pizza,Pizza,13.6,11354,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
258,Bahari Estiatorio,Mediterranean,48.4,11106,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
259,Bean's & Lager,American,6.4,11106,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
260,Bel Aire Diner,American,37.0,11106,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
261,Sanford's,American,41.6,11106,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
262,Brooklyn Bagel & Coffee Co,Quick Bites,28.8,11106,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
263,Mikes Pizza,Italian,45.2,11101,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
264,Dutch Kills Centraal,American,126.8,11101,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
265,LIC Market,American,43.8,11101,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
266,John Brown Smokehouse,American,82.8,11101,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
267,The Baroness,American,29.6,11101,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
268,Casa Enrique,Mexican,55.2,11101,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
269,Court Square Diner,American,116.6,11101,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
270,Manetta's Ristorante,Italian,40.6,11101,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
271,The Buffet,Chinese,14.4,11356,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
272,Dumpling Galaxy,Chinese,11.6,11355,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
273,Kung Fu Xiao Long Bao,Chinese,13.2,11355,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
274,Xian Famous Food,Chinese,20.6,11355,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
275,Ganesh Temple Canteen,Indian,11.2,11355,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
276,Lake Pavilion,Chinese,15.8,11355,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
277,Jackson Hole,Greek,37.0,11370,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
278,Cannelle Patisserie,Bakeries,20.8,11370,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
279,The Pool Bar,Bar,8.6,11430,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
280,Hilton Garden Inns Restaurant,American,29.8,11430,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
281,Arepa Lady,Latin,10.0,11372,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
282,Addictive Wine & Tapas Bar,Spanish,9.0,11372,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
283,Jackson Diner,Indian,33.0,11372,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
284,Pio Pio 5 To Go,Spanish,36.4,11372,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
285,El Chivito d'Oro,Latin,17.4,11372,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
286,Uncle Peter's,Grill,23.6,11372,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
287,Lenny's Clam Bar & Restaurant,Italian,48.2,11414,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
288,Bruno's Restaurant,Italian,67.8,11414,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
289,Gino's Pizzeria,Italian,24.4,11414,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
290,Vetro by Russo's on the Bay,Italian,31.2,11414,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
291,Dannys Szechuan Garden,Chinese,12.4,11414,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
292,Matteos,Italian,20.8,11414,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
293,SoleLuna,Italian,21.4,11104,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
294,Pete's Grill,American,55.0,11104,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
295,Parkside Restaurant,Italian,99.0,11368,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
296,Il Triangolo,Italian,30.0,11368,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
297,Rincon Criollo,Caribbean,28.6,11368,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
298,Lemon Ice King of Corona,Dessert,48.6,11368,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
299,144 Restaurant and Lounge,American,51.4,11436,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
300,SriPraPhai,Asian,63.8,11377,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
301,Margherita Pizza Incorporated,Pizza,11.4,11432,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
302,Smile of The Beyond Restaurant,International,9.4,11432,2339280,28.0,25.4,17.2,0.2,25.1,0.0,62008,28814,1142363,80.1,13.7,6.1,0.1,6.9
